customer_id,age,tenure_months,num_products,monthly_charges,avg_monthly_gb,support_calls,has_tech_support,paperless_billing,contract_type,internet_service,payment_method,monthly_spend,churn
C00294,54,13,4,71.66,11.6,1,1,1,One Year,None,Electronic Check,259.83,0
C00295,73,4,1,20.55,9.8,2,1,1,One Year,None,Electronic Check,15.0,0
C00296,24,22,1,20.77,16.5,2,0,1,Month-to-Month,Fiber,Bank Transfer,34.73,0
C00297,56,44,1,41.91,3.9,0,0,1,Month-to-Month,Fiber,Mailed Check,35.23,0
C00298,72,7,1,23.67,2.8,1,0,0,One Year,DSL,Mailed Check,33.19,0
C00299,42,29,2,30.8,26.9,3,0,1,Month-to-Month,DSL,Electronic Check,77.6,0
C00300,71,2,2,53.89,22.5,2,0,1,Month-to-Month,None,Mailed Check,107.36,0
C00301,39,1,1,100.26,4.7,2,1,0,Two Year,None,Electronic Check,95.75,0
C00302,44,22,4,77.2,5.6,2,1,0,Month-to-Month,DSL,Mailed Check,281.48,0
C00303,58,23,3,71.27,16.5,0,0,1,Month-to-Month,Fiber,Electronic Check,189.47,1
C00304,64,30,2,49.35,13.2,4,1,0,Two Year,Fiber,Credit Card,106.82,1
C00305,55,38,3,113.18,40.4,0,1,0,Month-to-Month,Fiber,Mailed Check,323.74,0
C00306,65,72,1,59.7,20.6,2,1,0,Month-to-Month,DSL,Bank Transfer,64.22,0
C00307,56,21,2,28.71,6.4,1,0,1,One Year,DSL,Mailed Check,55.18,0
C00308,32,11,2,81.71,2.1,0,0,0,One Year,None,Mailed Check,146.32,0
C00309,72,47,3,31.38,14.8,0,1,1,Two Year,DSL,Electronic Check,97.24,0
C00310,19,9,3,54.52,16.6,2,0,1,Two Year,None,Mailed Check,154.73,0
C00311,78,17,1,70.74,13.4,2,1,1,One Year,DSL,Mailed Check,66.26,0
C00312,77,2,4,107.42,10.8,0,1,1,Month-to-Month,None,Mailed Check,388.8,0
C00313,25,1,1,69.35,18.1,0,0,1,Month-to-Month,Fiber,Bank Transfer,84.77,1
C00314,61,72,3,90.23,5.8,2,0,1,Month-to-Month,None,Credit Card,247.0,0
C00315,60,54,4,119.28,9.5,2,1,0,Month-to-Month,DSL,Bank Transfer,447.16,0
C00316,23,35,1,33.15,8.8,1,1,1,One Year,Fiber,Electronic Check,26.58,0
C00317,37,15,2,47.47,15.1,2,1,1,One Year,Fiber,Bank Transfer,87.83,1
C00318,44,5,1,59.46,9.2,1,0,0,Month-to-Month,None,Electronic Check,54.25,0
C00319,62,5,2,62.18,17.2,3,1,1,Two Year,Fiber,Bank Transfer,119.87,0
C00320,40,8,2,61.1,13.1,1,1,0,Month-to-Month,DSL,Mailed Check,110.81,0
C00321,65,23,2,110.76,33.0,1,1,1,Month-to-Month,Fiber,Electronic Check,214.84,0
C00322,57,37,4,91.4,7.9,6,0,0,One Year,DSL,Credit Card,334.6,0
C00323,34,32,2,80.79,22.1,1,0,1,Month-to-Month,None,Bank Transfer,164.51,0
C00324,75,9,2,50.94,3.0,1,0,0,Month-to-Month,Fiber,Mailed Check,82.45,0
C00325,78,72,3,102.38,26.1,2,1,0,Month-to-Month,Fiber,Electronic Check,296.91,0
C00326,30,40,4,115.51,8.1,0,1,1,Month-to-Month,None,Mailed Check,425.8,0
C00327,21,24,1,102.12,26.1,1,1,1,One Year,DSL,Credit Card,97.16,0
C00328,37,28,4,20.16,18.7,0,1,1,Two Year,None,Bank Transfer,75.62,0
C00329,59,16,1,83.64,23.0,0,0,0,Month-to-Month,Fiber,Credit Card,89.64,0
C00330,42,8,3,25.11,10.4,1,0,0,Month-to-Month,Fiber,Electronic Check,67.96,0
C00331,78,13,1,45.76,15.7,3,0,1,One Year,Fiber,Mailed Check,60.0,1
C00332,39,42,1,25.95,3.7,2,0,1,Two Year,DSL,Credit Card,25.15,0
C00333,69,1,2,80.38,7.6,0,1,0,Month-to-Month,Fiber,Mailed Check,138.81,0
C00334,65,3,2,88.66,6.1,2,1,1,Month-to-Month,Fiber,Electronic Check,153.7,0
C00335,78,1,1,31.45,28.5,1,0,0,One Year,Fiber,Bank Transfer,30.63,0
C00336,34,1,1,58.38,21.4,3,1,0,One Year,Fiber,Bank Transfer,62.4,0
C00337,57,58,2,65.62,45.3,2,1,0,Month-to-Month,None,Bank Transfer,140.31,0
C00338,28,36,4,56.91,13.4,1,1,1,One Year,Fiber,Bank Transfer,215.68,0
C00339,42,19,1,32.1,28.7,0,0,1,Month-to-Month,DSL,Bank Transfer,53.34,0
C00340,22,3,1,61.89,13.9,3,1,1,Month-to-Month,None,Bank Transfer,62.75,0
C00341,38,20,2,95.12,4.5,3,0,1,Month-to-Month,Fiber,Electronic Check,183.6,1
C00342,43,19,1,27.1,8.6,2,1,0,Two Year,DSL,Mailed Check,22.86,0
C00343,33,5,3,28.02,23.6,2,0,1,Month-to-Month,None,Bank Transfer,75.68,0
C00344,73,17,3,55.48,15.5,0,0,1,Month-to-Month,None,Credit Card,163.89,0
C00345,57,15,2,114.17,34.2,0,1,1,Month-to-Month,Fiber,Electronic Check,228.4,0
C00346,38,28,1,86.86,14.7,1,1,0,Two Year,Fiber,Mailed Check,87.55,0
C00347,65,30,3,87.87,7.6,1,1,1,Month-to-Month,Fiber,Electronic Check,246.5,0
C00348,49,1,2,56.19,18.0,1,1,1,Month-to-Month,DSL,Electronic Check,91.67,0
C00349,21,14,3,79.37,9.3,1,0,1,Month-to-Month,DSL,Mailed Check,215.19,0
C00350,55,29,2,21.01,10.2,2,0,1,One Year,DSL,Bank Transfer,51.87,0
C00351,75,20,3,83.61,28.6,1,1,1,Month-to-Month,Fiber,Electronic Check,237.98,0
C00352,70,58,2,111.33,6.0,2,0,0,Month-to-Month,Fiber,Bank Transfer,208.6,0
C00353,25,32,2,81.26,11.2,0,1,1,Month-to-Month,DSL,Credit Card,172.69,0
C00354,26,5,4,107.37,13.5,2,0,1,Two Year,DSL,Credit Card,401.46,0
C00355,62,2,2,92.4,6.0,1,0,1,One Year,DSL,Electronic Check,166.44,0
C00356,34,30,2,32.06,12.3,1,1,1,One Year,Fiber,Bank Transfer,49.73,0
C00357,58,1,1,110.25,16.5,3,0,0,Two Year,Fiber,Mailed Check,113.2,0
C00358,30,26,2,26.64,11.2,1,1,1,Two Year,Fiber,Electronic Check,37.36,0
C00359,26,72,2,73.4,24.5,2,1,0,Month-to-Month,Fiber,Mailed Check,138.05,0
C00360,23,25,1,34.21,14.0,0,1,0,Two Year,Fiber,Bank Transfer,31.87,0
C00361,44,14,1,21.17,37.9,1,1,1,Month-to-Month,Fiber,Electronic Check,37.04,0
C00362,59,30,2,62.2,30.3,1,0,0,Month-to-Month,Fiber,Credit Card,129.31,0
C00363,54,18,3,49.5,13.3,1,1,0,Two Year,Fiber,Credit Card,133.4,0
C00364,56,23,2,68.6,12.8,2,1,0,Month-to-Month,Fiber,Bank Transfer,138.3,0
C00365,60,72,1,77.72,20.4,1,1,1,Month-to-Month,DSL,Bank Transfer,91.49,0
C00366,41,14,2,24.37,1.6,2,1,1,Month-to-Month,Fiber,Mailed Check,42.73,0
C00367,26,72,1,32.3,8.2,2,1,0,One Year,DSL,Bank Transfer,41.74,0
C00368,74,70,2,75.86,8.3,2,1,0,Month-to-Month,DSL,Mailed Check,135.18,1
C00369,59,6,1,54.32,35.0,1,1,1,One Year,DSL,Credit Card,58.1,0
C00370,28,2,1,92.92,9.1,1,0,1,Two Year,None,Electronic Check,96.82,0
C00371,52,3,1,85.23,9.1,0,0,0,One Year,Fiber,Electronic Check,83.39,0
C00372,46,1,1,104.56,8.3,1,1,1,Month-to-Month,DSL,Mailed Check,101.39,1
C00373,25,2,1,89.25,9.0,0,0,1,Two Year,None,Electronic Check,99.55,1
C00374,34,34,1,62.99,7.3,1,0,1,Month-to-Month,None,Mailed Check,65.67,0
C00375,24,2,2,87.3,12.4,2,0,1,Month-to-Month,Fiber,Mailed Check,182.56,1
C00376,29,11,2,47.54,24.9,1,1,1,Month-to-Month,Fiber,Credit Card,98.77,0
C00377,65,55,1,50.63,12.1,0,0,0,One Year,Fiber,Mailed Check,63.71,0
C00378,32,1,3,98.9,8.5,1,1,0,Month-to-Month,DSL,Mailed Check,270.87,0
C00379,70,50,1,64.64,13.9,2,0,0,Month-to-Month,DSL,Electronic Check,55.9,0
C00380,46,9,2,99.84,21.8,2,1,1,Month-to-Month,Fiber,Mailed Check,197.27,0
C00381,62,3,1,102.24,15.4,0,0,1,Month-to-Month,DSL,Mailed Check,99.42,0
C00382,67,35,1,105.76,13.1,2,1,1,One Year,DSL,Bank Transfer,118.33,0
C00383,67,29,2,111.66,9.6,2,0,0,Two Year,Fiber,Electronic Check,210.3,1
C00384,41,62,2,63.1,8.5,1,1,1,One Year,None,Electronic Check,125.44,0
C00385,54,39,3,51.89,22.8,0,1,1,Month-to-Month,DSL,Mailed Check,138.96,0
C00386,31,48,2,78.22,28.2,1,1,1,Month-to-Month,Fiber,Mailed Check,160.7,0
C00387,77,9,4,57.12,46.2,2,1,1,Two Year,DSL,Mailed Check,228.17,0
C00388,28,5,1,80.11,9.2,2,0,1,Month-to-Month,Fiber,Credit Card,70.49,1
C00389,52,41,1,90.56,11.0,3,1,1,Two Year,DSL,Electronic Check,98.24,0
C00390,34,49,1,88.84,12.7,2,1,1,Month-to-Month,None,Mailed Check,75.96,1
C00391,76,72,1,57.46,7.0,1,1,1,Two Year,None,Bank Transfer,58.05,0
C00392,72,15,2,36.69,13.0,0,1,0,Month-to-Month,Fiber,Electronic Check,67.63,0
C00393,44,13,2,63.05,4.6,2,1,1,Month-to-Month,Fiber,Bank Transfer,117.98,1
C00394,61,44,1,34.26,14.9,0,1,1,One Year,Fiber,Mailed Check,36.05,0
C00395,20,12,4,109.01,28.3,2,0,1,One Year,DSL,Mailed Check,405.14,0
C00396,72,72,3,54.59,14.4,4,1,1,Month-to-Month,Fiber,Credit Card,155.05,0
C00397,77,58,1,35.45,8.3,2,1,1,One Year,DSL,Electronic Check,28.38,0
C00398,19,16,1,22.54,9.5,0,1,1,One Year,Fiber,Credit Card,33.25,0
C00399,21,41,1,84.58,6.4,2,0,1,Month-to-Month,Fiber,Mailed Check,84.65,0
C00400,35,42,1,83.69,13.7,1,1,0,Month-to-Month,Fiber,Bank Transfer,74.27,0
C00401,37,3,1,54.06,6.8,1,1,1,Month-to-Month,None,Credit Card,63.35,1
C00402,38,69,2,27.17,6.8,2,0,1,Month-to-Month,DSL,Credit Card,58.39,0
C00403,31,21,1,60.96,7.3,3,1,0,One Year,Fiber,Bank Transfer,59.33,0
C00404,25,52,1,51.12,14.2,0,0,1,Month-to-Month,Fiber,Bank Transfer,41.74,0
C00405,19,11,4,87.71,11.0,4,1,1,Month-to-Month,DSL,Mailed Check,316.09,0
C00406,43,67,2,80.58,28.4,1,1,1,Month-to-Month,Fiber,Mailed Check,144.15,0
C00407,36,14,4,56.46,5.9,0,0,1,Month-to-Month,DSL,Electronic Check,207.65,0
C00408,59,1,1,41.79,29.6,0,0,0,Month-to-Month,None,Electronic Check,59.19,0
C00409,45,70,1,118.8,27.7,2,1,1,Month-to-Month,DSL,Credit Card,114.98,0
C00410,46,2,2,65.4,12.2,0,0,1,Month-to-Month,DSL,Electronic Check,123.87,0
C00411,22,11,1,88.83,9.0,4,1,0,Two Year,DSL,Electronic Check,92.39,0
C00412,60,72,1,34.06,10.0,1,1,0,Month-to-Month,None,Credit Card,30.67,0
C00413,45,72,2,68.56,6.6,0,1,1,One Year,None,Electronic Check,131.17,0
C00414,77,25,2,22.75,13.1,3,0,1,Month-to-Month,DSL,Electronic Check,64.34,1
C00415,58,29,2,70.55,16.4,1,1,1,Month-to-Month,Fiber,Bank Transfer,141.08,1
C00416,65,17,2,116.4,19.4,1,1,1,Month-to-Month,DSL,Bank Transfer,210.97,0
C00417,43,10,2,58.42,17.3,1,0,0,Month-to-Month,Fiber,Bank Transfer,113.6,0
C00418,76,11,1,23.9,14.5,1,0,0,Two Year,DSL,Mailed Check,34.55,0
C00419,22,33,1,23.1,14.4,2,0,0,Two Year,DSL,Mailed Check,31.99,0
C00420,32,41,1,58.8,6.6,0,1,1,One Year,Fiber,Bank Transfer,47.64,0
C00421,63,47,1,36.0,5.5,2,0,0,One Year,Fiber,Mailed Check,38.66,0
C00422,26,46,4,22.34,15.6,4,0,1,Month-to-Month,DSL,Bank Transfer,86.53,0
C00423,49,2,2,95.62,25.4,0,1,1,Month-to-Month,None,Credit Card,181.17,0
C00424,69,20,2,65.85,40.8,2,1,1,Two Year,DSL,Mailed Check,143.36,0
C00425,43,1,1,48.92,10.1,1,1,1,One Year,DSL,Mailed Check,63.19,0
C00426,54,23,1,110.01,20.8,2,1,1,One Year,Fiber,Electronic Check,103.44,0
C00427,32,17,1,31.61,11.5,1,0,0,Month-to-Month,DSL,Bank Transfer,37.82,0
C00428,58,65,1,115.59,19.5,2,1,0,Month-to-Month,Fiber,Electronic Check,113.14,0
C00429,21,12,1,51.4,9.0,2,0,0,Two Year,DSL,Mailed Check,55.64,0
C00430,70,3,3,108.84,10.3,0,1,1,Month-to-Month,Fiber,Credit Card,299.87,1
C00431,70,4,2,80.29,8.2,3,1,0,Month-to-Month,DSL,Mailed Check,144.0,0
C00432,53,43,2,102.67,15.1,0,0,1,Month-to-Month,Fiber,Electronic Check,187.43,0
C00433,37,28,2,118.4,3.5,3,1,0,Two Year,Fiber,Bank Transfer,218.56,0
C00434,44,3,4,48.84,14.1,2,1,0,Month-to-Month,None,Electronic Check,183.92,0
C00435,38,2,1,116.11,21.1,1,0,0,Two Year,Fiber,Bank Transfer,120.02,0
C00436,77,36,1,58.95,2.7,5,1,1,Month-to-Month,Fiber,Bank Transfer,41.64,0
C00437,39,2,1,58.55,28.8,0,1,1,Two Year,DSL,Electronic Check,75.84,0
C00438,24,51,3,54.04,3.3,1,1,1,One Year,None,Credit Card,158.88,0
C00439,64,36,4,74.14,20.0,1,1,1,Month-to-Month,Fiber,Electronic Check,278.12,0
C00440,71,2,1,35.41,9.3,0,1,1,One Year,DSL,Credit Card,41.8,0
C00441,48,2,3,75.37,20.4,1,0,1,Month-to-Month,None,Electronic Check,221.51,1
C00442,34,72,3,74.17,10.6,1,0,1,Month-to-Month,Fiber,Electronic Check,204.11,1
C00443,67,14,1,96.19,18.2,1,1,1,Two Year,Fiber,Electronic Check,97.53,0
C00444,24,13,1,103.36,10.2,2,0,1,Month-to-Month,Fiber,Electronic Check,102.01,1
C00445,79,50,2,64.04,7.8,2,1,1,Month-to-Month,None,Bank Transfer,114.99,0
C00446,36,72,4,50.23,7.7,1,0,1,Month-to-Month,Fiber,Bank Transfer,185.78,0
C00447,45,72,1,45.93,18.6,1,0,1,Month-to-Month,Fiber,Credit Card,34.48,0
C00448,27,41,3,39.46,10.4,2,0,1,Two Year,DSL,Electronic Check,106.74,0
C00449,44,14,1,25.76,18.2,0,1,0,Month-to-Month,DSL,Mailed Check,44.0,0
C00450,30,2,2,54.24,19.2,0,1,1,Two Year,Fiber,Bank Transfer,110.32,0
C00451,19,45,2,47.02,19.3,2,0,0,Two Year,DSL,Mailed Check,87.92,0
C00452,39,24,2,116.64,8.4,1,1,1,Month-to-Month,Fiber,Bank Transfer,204.28,0
C00453,76,16,3,75.77,9.3,1,0,1,Month-to-Month,Fiber,Bank Transfer,229.41,0
C00454,37,71,3,54.73,19.3,1,1,1,Two Year,DSL,Electronic Check,151.81,0
C00455,77,3,3,78.05,4.1,0,0,0,Month-to-Month,None,Bank Transfer,208.8,1
C00456,60,20,1,33.92,18.7,0,1,0,Month-to-Month,Fiber,Bank Transfer,44.67,0
C00457,22,1,2,64.4,24.7,2,1,0,Month-to-Month,None,Bank Transfer,121.62,1
C00458,23,18,1,82.62,10.8,0,1,0,One Year,DSL,Electronic Check,82.77,0
C00459,52,1,2,68.89,25.9,0,0,1,One Year,Fiber,Electronic Check,137.18,0
C00460,18,3,2,60.18,14.8,1,1,1,Month-to-Month,DSL,Mailed Check,106.34,0
C00461,52,3,2,119.38,17.7,3,1,1,Month-to-Month,Fiber,Electronic Check,224.13,0
C00462,20,31,2,108.03,12.3,0,1,1,Two Year,None,Electronic Check,203.21,1
C00463,71,41,4,82.34,8.8,3,0,0,One Year,None,Credit Card,292.37,0
C00464,53,26,1,76.94,15.2,3,0,0,One Year,Fiber,Bank Transfer,81.01,0
C00465,24,72,2,82.07,9.7,2,1,0,One Year,Fiber,Mailed Check,158.15,0
C00466,46,14,1,40.13,20.5,1,0,1,Month-to-Month,Fiber,Electronic Check,38.19,0
C00467,32,10,1,59.51,10.2,1,0,1,One Year,Fiber,Credit Card,62.54,0
C00468,28,60,1,23.95,15.8,2,0,1,Month-to-Month,Fiber,Electronic Check,31.29,0
C00469,35,7,4,67.55,14.5,1,1,0,Month-to-Month,Fiber,Credit Card,247.68,0
C00470,61,72,3,74.3,1.2,3,0,0,One Year,DSL,Credit Card,199.14,0
C00471,21,1,4,42.77,16.3,1,1,1,Month-to-Month,Fiber,Bank Transfer,165.28,0
C00472,41,72,4,116.4,21.0,1,1,0,Two Year,None,Credit Card,424.82,0
C00473,28,1,1,110.95,4.3,1,0,1,Month-to-Month,None,Bank Transfer,106.63,0
C00474,23,66,1,92.21,14.3,3,0,0,Two Year,DSL,Electronic Check,83.72,0
C00475,75,22,2,73.34,16.9,2,0,0,Two Year,None,Electronic Check,134.63,0
C00476,68,72,2,107.0,14.1,0,1,1,Month-to-Month,Fiber,Electronic Check,189.36,0
C00477,75,2,2,33.07,11.2,3,1,0,One Year,Fiber,Electronic Check,51.37,0
C00478,77,24,1,99.05,10.7,2,1,1,Month-to-Month,DSL,Bank Transfer,95.7,0
C00479,35,72,2,32.48,5.3,2,0,1,Two Year,DSL,Electronic Check,45.47,0
C00480,32,22,2,99.42,8.5,3,1,1,Month-to-Month,DSL,Credit Card,185.82,0
C00481,20,29,1,47.58,32.7,2,1,1,One Year,None,Mailed Check,58.49,0
C00482,34,35,2,107.71,18.8,1,1,1,Month-to-Month,None,Mailed Check,218.37,0
C00483,50,18,2,114.4,11.5,3,1,0,Month-to-Month,DSL,Credit Card,216.53,0
C00484,51,29,2,34.88,9.4,3,0,1,Month-to-Month,DSL,Electronic Check,71.57,0
C00485,47,26,1,66.27,25.1,1,1,1,Month-to-Month,Fiber,Bank Transfer,66.81,0
C00486,36,69,2,118.1,8.9,3,0,0,One Year,Fiber,Bank Transfer,212.52,1
C00487,78,1,1,68.34,22.0,2,0,1,One Year,DSL,Electronic Check,69.14,0
C00488,26,9,1,106.35,4.6,2,1,1,One Year,Fiber,Mailed Check,97.73,0
C00489,57,72,3,78.87,11.9,2,1,1,Month-to-Month,Fiber,Mailed Check,214.23,0
C00490,61,66,2,57.53,26.6,2,1,1,Month-to-Month,Fiber,Bank Transfer,121.42,0
C00491,48,18,1,48.58,9.1,4,0,1,Month-to-Month,DSL,Bank Transfer,45.16,1
C00492,76,29,2,40.32,7.2,1,0,1,Two Year,Fiber,Mailed Check,85.1,0
C00493,44,9,2,96.18,12.5,1,1,1,Two Year,DSL,Bank Transfer,172.8,0
C00494,64,6,3,58.65,23.1,1,1,1,Month-to-Month,Fiber,Electronic Check,175.87,0
C00495,42,18,2,71.13,23.2,2,0,1,Month-to-Month,Fiber,Bank Transfer,155.08,0
C00496,72,13,2,69.23,11.3,0,1,1,Month-to-Month,Fiber,Credit Card,144.41,0
C00497,24,26,2,77.73,11.0,1,0,0,One Year,Fiber,Credit Card,138.54,0
C00498,70,2,1,106.56,21.2,0,1,1,One Year,None,Bank Transfer,115.72,0
C00499,65,72,1,118.07,20.2,4,1,1,One Year,Fiber,Mailed Check,98.59,0
C00500,24,72,2,60.76,16.8,2,0,1,Month-to-Month,Fiber,Credit Card,105.32,0
C00501,37,35,2,102.75,5.6,4,0,1,One Year,DSL,Mailed Check,192.56,0
C00502,70,23,2,96.45,24.0,2,1,1,One Year,DSL,Bank Transfer,189.11,0
C00503,61,11,1,77.35,21.6,1,1,0,Month-to-Month,Fiber,Electronic Check,85.23,1
C00504,66,50,1,115.6,4.9,1,1,0,Month-to-Month,Fiber,Credit Card,102.6,0
C00505,60,34,2,40.05,18.8,3,1,1,Month-to-Month,None,Bank Transfer,72.56,0
C00506,53,5,1,30.93,25.8,3,0,1,Month-to-Month,DSL,Bank Transfer,26.27,0
C00507,36,72,2,105.4,8.2,1,1,1,Two Year,Fiber,Electronic Check,186.93,0
C00508,19,51,1,63.91,7.4,0,0,1,Month-to-Month,DSL,Bank Transfer,66.42,0
C00509,51,72,2,104.7,2.3,2,1,1,Two Year,Fiber,Bank Transfer,196.49,0
C00510,73,38,4,109.31,13.1,3,0,0,One Year,Fiber,Bank Transfer,402.44,0
C00511,34,28,1,26.25,14.3,2,1,0,Month-to-Month,DSL,Electronic Check,32.34,0
C00512,41,16,2,108.35,23.9,0,0,0,One Year,None,Mailed Check,220.53,0
C00513,26,72,1,64.83,13.2,0,0,1,Month-to-Month,Fiber,Electronic Check,76.2,0
C00514,71,60,2,71.04,10.9,2,0,0,Month-to-Month,None,Mailed Check,140.87,0
C00515,18,1,2,82.66,14.4,0,1,1,Month-to-Month,Fiber,Electronic Check,165.24,0
C00516,59,1,2,112.64,11.1,1,1,0,Month-to-Month,Fiber,Electronic Check,211.1,0
C00517,45,14,2,21.91,19.1,1,1,1,Month-to-Month,Fiber,Electronic Check,52.81,0
C00518,72,49,3,67.68,8.9,0,0,0,Month-to-Month,Fiber,Electronic Check,181.0,0
C00519,32,72,1,88.77,3.4,1,1,1,Month-to-Month,None,Electronic Check,84.63,0
C00520,38,4,1,92.27,16.7,1,1,1,Month-to-Month,DSL,Credit Card,86.23,0
C00521,32,27,3,89.25,10.6,2,0,0,Two Year,Fiber,Mailed Check,256.2,0
C00522,74,14,2,33.44,1.6,2,0,1,Month-to-Month,None,Mailed Check,65.99,0
C00523,40,72,3,49.94,12.0,0,1,0,One Year,None,Mailed Check,137.41,0
C00524,70,55,2,55.87,16.0,3,0,1,Month-to-Month,DSL,Bank Transfer,114.18,0
C00525,78,54,3,100.44,27.1,0,0,1,One Year,None,Credit Card,293.71,0
C00526,19,18,2,47.88,22.8,1,1,1,Month-to-Month,Fiber,Electronic Check,90.61,0
C00527,63,16,2,41.07,21.8,2,0,1,Two Year,None,Electronic Check,82.77,0
C00528,53,9,4,115.74,7.0,3,1,0,Month-to-Month,DSL,Credit Card,412.39,0
C00529,67,1,2,20.89,19.5,0,1,1,Two Year,None,Mailed Check,47.03,1
C00530,26,60,1,119.78,7.0,1,1,1,Month-to-Month,DSL,Electronic Check,121.98,0
C00531,19,50,1,87.68,16.2,1,1,0,Month-to-Month,Fiber,Electronic Check,87.02,0
C00532,19,72,1,102.85,7.7,1,0,1,One Year,DSL,Electronic Check,101.06,0
C00533,35,72,1,49.46,7.0,1,1,0,Month-to-Month,Fiber,Credit Card,43.65,0
C00534,34,24,1,21.43,4.0,1,0,1,Month-to-Month,Fiber,Electronic Check,28.09,0
C00535,58,43,2,93.79,23.7,1,1,1,Month-to-Month,Fiber,Credit Card,180.17,0
C00536,25,72,2,103.41,8.7,3,1,0,One Year,None,Credit Card,196.59,0
C00537,51,56,2,94.05,12.5,0,1,0,Two Year,Fiber,Bank Transfer,182.48,0
C00538,51,8,2,34.29,30.8,2,1,1,Month-to-Month,DSL,Electronic Check,68.69,0
C00539,22,17,1,95.34,10.4,1,0,1,Two Year,Fiber,Electronic Check,85.54,0
C00540,61,4,1,96.89,14.9,1,0,1,Month-to-Month,None,Mailed Check,91.36,0
C00541,46,72,1,85.85,6.1,3,1,1,Month-to-Month,Fiber,Mailed Check,94.52,0
C00542,79,27,2,96.61,14.0,2,0,0,Two Year,DSL,Bank Transfer,191.76,0
C00543,45,7,1,104.59,5.1,0,1,1,Two Year,None,Mailed Check,97.48,0
C00544,33,33,1,81.36,9.8,0,0,1,One Year,Fiber,Credit Card,100.04,0
C00545,31,28,2,28.86,18.9,0,1,1,Month-to-Month,Fiber,Mailed Check,50.91,0
C00546,69,13,3,68.76,15.3,1,0,1,Month-to-Month,DSL,Bank Transfer,191.42,0
C00547,19,3,1,27.76,2.8,1,1,0,Month-to-Month,None,Credit Card,35.79,0
C00548,73,33,2,60.75,9.9,3,1,0,Month-to-Month,DSL,Electronic Check,114.65,0
C00549,57,22,2,60.71,13.3,1,1,0,Month-to-Month,Fiber,Electronic Check,109.14,0
C00550,78,44,3,26.6,16.9,1,0,1,Two Year,None,Electronic Check,83.45,0
C00551,21,22,4,54.88,1.4,2,1,1,Two Year,Fiber,Electronic Check,219.68,0
C00552,79,57,1,31.1,2.6,2,0,1,Month-to-Month,DSL,Mailed Check,22.6,0
C00553,69,24,1,100.82,15.0,1,0,0,Month-to-Month,None,Electronic Check,92.38,0
C00554,58,24,3,114.77,14.4,3,0,0,Two Year,Fiber,Mailed Check,308.47,0
C00555,69,62,2,27.23,14.8,0,1,0,Month-to-Month,DSL,Credit Card,53.06,0
C00556,48,15,2,115.51,4.2,2,0,1,One Year,DSL,Electronic Check,218.68,0
C00557,43,4,2,72.26,12.1,3,1,1,Month-to-Month,None,Mailed Check,148.66,0
C00558,44,1,2,49.96,9.7,3,1,0,Month-to-Month,Fiber,Electronic Check,84.65,0
C00559,74,42,4,27.69,15.5,2,0,1,Two Year,Fiber,Electronic Check,112.3,0
C00560,68,29,4,70.06,6.0,2,1,0,Month-to-Month,None,Mailed Check,261.41,0
C00561,51,36,2,99.45,15.1,3,1,0,Month-to-Month,Fiber,Credit Card,181.1,0
C00562,48,7,1,90.71,10.5,1,0,0,Month-to-Month,Fiber,Mailed Check,92.82,1
C00563,65,4,3,25.02,10.7,0,1,0,Two Year,None,Electronic Check,75.91,0
C00564,28,1,1,27.29,9.8,1,1,0,Two Year,Fiber,Mailed Check,38.2,1
C00565,25,12,1,60.29,10.6,1,0,0,Month-to-Month,None,Electronic Check,41.75,0
C00566,29,26,3,49.53,15.9,1,1,1,Month-to-Month,Fiber,Electronic Check,144.01,0
C00567,52,14,1,43.24,15.7,3,0,1,One Year,Fiber,Bank Transfer,53.28,0
C00568,62,17,1,48.1,5.2,0,0,1,Month-to-Month,DSL,Electronic Check,54.26,0
C00569,51,70,1,100.35,34.0,2,1,1,One Year,DSL,Mailed Check,113.77,0
C00570,30,12,3,112.92,9.4,1,1,0,Month-to-Month,DSL,Bank Transfer,299.93,0
C00571,44,21,2,60.51,29.2,2,1,1,Month-to-Month,DSL,Mailed Check,134.93,1
C00572,25,45,2,110.61,18.2,0,1,0,One Year,None,Electronic Check,214.16,0
C00573,64,15,1,52.15,3.2,0,1,1,Month-to-Month,Fiber,Credit Card,48.69,0
C00574,73,29,3,67.64,32.0,2,1,1,Two Year,Fiber,Mailed Check,198.92,0
C00575,38,59,3,42.6,21.6,0,0,0,Month-to-Month,Fiber,Bank Transfer,139.93,0
C00576,58,72,1,84.05,10.9,2,1,1,Month-to-Month,DSL,Electronic Check,86.79,1
C00577,28,4,2,117.9,17.6,1,1,0,Two Year,Fiber,Mailed Check,222.27,0
C00578,39,72,1,80.35,5.2,2,0,0,Month-to-Month,Fiber,Mailed Check,68.12,0
C00579,38,20,4,55.78,7.8,2,1,0,One Year,DSL,Electronic Check,202.89,0
C00580,45,8,2,84.78,9.8,1,0,0,Month-to-Month,Fiber,Electronic Check,150.68,1
C00581,20,18,4,32.29,12.7,2,1,0,One Year,Fiber,Mailed Check,108.59,0
C00582,24,72,1,108.87,6.2,0,1,0,One Year,DSL,Credit Card,102.87,0
C00583,31,20,3,70.31,18.1,0,1,0,Month-to-Month,Fiber,Bank Transfer,184.86,0
C00584,32,11,3,64.93,3.5,1,0,1,Two Year,None,Electronic Check,172.03,0
C00585,26,30,2,78.59,14.3,2,1,0,One Year,DSL,Bank Transfer,146.14,0
